,date,stock_code,stock_yield
58,2017-11-29,000060.SZ,3.101503759398505
59,2017-11-30,000060.SZ,-1.2762078395624488
60,2017-12-01,000060.SZ,0.8310249307479145
61,2017-12-04,000060.SZ,-0.5494505494505586
62,2017-12-05,000060.SZ,-3.7753222836095834
63,2017-12-06,000060.SZ,0.0
64,2017-12-07,000060.SZ,-0.574162679425827
65,2017-12-08,000060.SZ,0.8662175168431263
66,2017-12-11,000060.SZ,0.6679389312977069
67,2017-12-12,000060.SZ,-1.4218009478673133
68,2017-12-13,000060.SZ,0.38461538461538325
69,2017-12-14,000060.SZ,-0.9578544061302652
70,2017-12-15,000060.SZ,-0.4835589941972973
71,2017-12-18,000060.SZ,2.4295432458697697
72,2017-12-19,000060.SZ,-0.0948766603415474
73,2017-12-20,000060.SZ,-1.614434947768284
74,2017-12-21,000060.SZ,1.4478764478764505
75,2017-12-22,000060.SZ,0.2854424357754404
76,2017-12-25,000060.SZ,-0.8538899430739932
77,2017-12-26,000060.SZ,1.0526315789473717
78,2017-12-27,000060.SZ,0.28409090909091717
79,2017-12-28,000060.SZ,4.627006610009454
80,2017-12-29,000060.SZ,0.8122743682310363
0,2017-09-01,000063.SZ,-0.7544006705783701
1,2017-09-04,000063.SZ,2.9983108108108114
2,2017-09-05,000063.SZ,-0.12300123001229846
3,2017-09-06,000063.SZ,2.4220032840722494
4,2017-09-07,000063.SZ,-1.9639278557114115
5,2017-09-08,000063.SZ,3.6385936222403936
6,2017-09-11,000063.SZ,-0.19723865877711022
7,2017-09-12,000063.SZ,-1.4229249011857736
8,2017-09-13,000063.SZ,-0.0400962309542896
9,2017-09-14,000063.SZ,-1.524267950260727
10,2017-09-15,000063.SZ,0.28513238289207266
11,2017-09-18,000063.SZ,1.299756295694543
12,2017-09-19,000063.SZ,-1.6840417000802077
13,2017-09-20,000063.SZ,1.060358890701485
14,2017-09-21,000063.SZ,0.7667473769168653
15,2017-09-22,000063.SZ,6.928313976772116
16,2017-09-25,000063.SZ,-1.6853932584269593
17,2017-09-26,000063.SZ,1.2571428571428456
18,2017-09-27,000063.SZ,5.417607223476306
19,2017-09-28,000063.SZ,0.4639543183440509
20,2017-09-29,000063.SZ,0.5328596802841812
21,2017-10-09,000063.SZ,5.936395759717317
22,2017-10-10,000063.SZ,0.4002668445630464
23,2017-10-11,000063.SZ,-4.019933554817278
24,2017-10-12,000063.SZ,0.9691934925579737
25,2017-10-13,000063.SZ,1.1312992800822874
26,2017-10-16,000063.SZ,3.220338983050852
27,2017-10-17,000063.SZ,0.03284072249589709
28,2017-10-18,000063.SZ,0.5581089954038054
29,2017-10-19,000063.SZ,-7.345739471106761
30,2017-10-20,000063.SZ,0.9866102889358741
31,2017-10-23,000063.SZ,-0.5931612002791464
32,2017-10-24,000063.SZ,-2.7027027027026973
33,2017-10-25,000063.SZ,1.9841269841269993
34,2017-10-26,000063.SZ,6.119561372479665
35,2017-10-27,000063.SZ,0.2666666666666595
36,2017-10-30,000063.SZ,4.720744680851063
37,2017-10-31,000063.SZ,2.5079365079365035
38,2017-11-01,000063.SZ,-2.198823165066577
39,2017-11-02,000063.SZ,1.7099430018999273
40,2017-11-03,000063.SZ,1.9613947696139444
41,2017-11-06,000063.SZ,3.8167938931297662
42,2017-11-07,000063.SZ,-1.0294117647058787
43,2017-11-08,000063.SZ,-2.4962852897473797
44,2017-11-09,000063.SZ,6.491923194148086
45,2017-11-10,000063.SZ,0.9158557527189526
46,2017-11-13,000063.SZ,3.7719795802609424
47,2017-11-14,000063.SZ,-0.054659743099239044
48,2017-11-15,000063.SZ,-1.5039649986327452
49,2017-11-16,000063.SZ,5.219322598556353
50,2017-11-17,000063.SZ,-4.881266490765168
51,2017-11-20,000063.SZ,8.87656033287103
52,2017-11-21,000063.SZ,2.012738853503171
53,2017-11-22,000063.SZ,0.27472527472527375
54,2017-11-23,000063.SZ,-3.3374844333748377
55,2017-11-24,000063.SZ,-1.623292965730494
56,2017-11-27,000063.SZ,-10.005238344683075
57,2017-11-28,000063.SZ,3.3760186263096736
58,2017-11-29,000063.SZ,-3.6599099099099086
59,2017-11-30,000063.SZ,-3.3313851548801843
60,2017-12-01,000063.SZ,1.45102781136639
61,2017-12-04,000063.SZ,4.052443384982118
62,2017-12-05,000063.SZ,-2.5773195876288457
63,2017-12-06,000063.SZ,1.616696061140499
64,2017-12-07,000063.SZ,-2.0538038761932276
65,2017-12-08,000063.SZ,4.282339043118721
66,2017-12-11,000063.SZ,5.550835457377512
67,2017-12-12,000063.SZ,-0.48296216796350766
68,2017-12-13,000063.SZ,2.723105958479377
69,2017-12-14,000063.SZ,0.4986876640419968
70,2017-12-15,000063.SZ,-3.369025855314711
71,2017-12-18,000063.SZ,-5.486486486486486
72,2017-12-19,000063.SZ,1.9731198169859798
73,2017-12-20,000063.SZ,-0.7571508693213547
74,2017-12-21,000063.SZ,6.951116134501278
75,2017-12-22,000063.SZ,0.5812417437252249
76,2017-12-25,000063.SZ,-2.2589965852377047
77,2017-12-26,000063.SZ,-0.026874496103201917
78,2017-12-27,000063.SZ,-2.741935483870972
79,2017-12-28,000063.SZ,0.11055831951354289
80,2017-12-29,000063.SZ,0.3865267807841022
0,2017-09-01,000069.SZ,-0.11494252873562871
1,2017-09-04,000069.SZ,-0.575373993095496
2,2017-09-05,000069.SZ,1.27314814814814
3,2017-09-06,000069.SZ,-0.34285714285713365
4,2017-09-07,000069.SZ,3.7844036697247896
5,2017-09-08,000069.SZ,0.7734806629834168
6,2017-09-11,000069.SZ,0.8771929824561209
7,2017-09-12,000069.SZ,0.0
8,2017-09-13,000069.SZ,-0.43478260869563856
9,2017-09-14,000069.SZ,3.1659388646288145
10,2017-09-15,000069.SZ,-1.058201058201047
11,2017-09-18,000069.SZ,-0.85561497326202
12,2017-09-19,000069.SZ,0.5393743257820827
13,2017-09-20,000069.SZ,-1.716738197424894
14,2017-09-21,000069.SZ,-0.7641921397379847
15,2017-09-22,000069.SZ,-0.11001100110010764
16,2017-09-25,000069.SZ,-6.718061674008813
17,2017-09-26,000069.SZ,-0.8264462809917328
18,2017-09-27,000069.SZ,-1.309523809523827
19,2017-09-28,000069.SZ,-1.2062726176115701
20,2017-09-29,000069.SZ,-0.24420024420024333
21,2017-10-09,000069.SZ,1.4687882496939864
22,2017-10-10,000069.SZ,0.7237635705669598
23,2017-10-11,000069.SZ,-0.4790419161676551
24,2017-10-12,000069.SZ,-1.203369434416357
25,2017-10-13,000069.SZ,3.166869671132755
26,2017-10-16,000069.SZ,-1.416765053128699
27,2017-10-17,000069.SZ,0.0
28,2017-10-18,000069.SZ,1.0778443113772518
29,2017-10-19,000069.SZ,0.23696682464457997
30,2017-10-20,000069.SZ,-0.5910165484633745
31,2017-10-23,000069.SZ,0.0
32,2017-10-24,000069.SZ,2.4970273483947647
33,2017-10-25,000069.SZ,1.5081206496519783
34,2017-10-26,000069.SZ,-1.1428571428571344
35,2017-10-27,000069.SZ,0.23121387283235872
36,2017-10-30,000069.SZ,-1.1534025374855705
37,2017-10-31,000069.SZ,2.2170361726954413
38,2017-11-01,000069.SZ,1.4840182648402145
39,2017-11-02,000069.SZ,0.7874015748031482
40,2017-11-03,000069.SZ,-2.5669642857143016
41,2017-11-06,000069.SZ,-3.550973654066447
42,2017-11-07,000069.SZ,-0.23752969121138
43,2017-11-08,000069.SZ,-1.1904761904761862
44,2017-11-09,000069.SZ,1.9277108433734869
45,2017-11-10,000069.SZ,-0.5910165484633745
46,2017-11-13,000069.SZ,0.23781212841855748
47,2017-11-14,000069.SZ,-0.8303677342823446
48,2017-11-15,000069.SZ,0.11961722488038617
49,2017-11-16,000069.SZ,2.270011947431305
50,2017-11-17,000069.SZ,1.5186915887850372
51,2017-11-20,000069.SZ,-1.8411967779056404
52,2017-11-21,000069.SZ,6.565064478311844
53,2017-11-22,000069.SZ,0.660066006600668
54,2017-11-23,000069.SZ,-2.513661202185802
55,2017-11-24,000069.SZ,1.7937219730941978
56,2017-11-27,000069.SZ,-1.3215859030836996
57,2017-11-28,000069.SZ,-3.236607142857162
58,2017-11-29,000069.SZ,5.882352941176472
59,2017-11-30,000069.SZ,-3.1590413943355045
60,2017-12-01,000069.SZ,-0.449943757030391
61,2017-12-04,000069.SZ,-2.1468926553672274
62,2017-12-05,000069.SZ,0.8083140877598094
63,2017-12-06,000069.SZ,-0.9163802978235824
64,2017-12-07,000069.SZ,-0.9248554913294904
65,2017-12-08,000069.SZ,0.2333722287047868
66,2017-12-11,000069.SZ,0.6984866123399325
67,2017-12-12,000069.SZ,-0.9248554913294904
68,2017-12-13,000069.SZ,0.4667444574095514
