,date,stock_code,stock_name,stock_weight,stock_industry,stock_yield
975,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
976,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
977,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
978,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
979,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
980,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
981,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
982,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
983,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
984,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
985,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
986,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
987,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
988,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
989,2017-09-01,000338.SZ,潍柴动力,0.323,汽车,0.694444444444442
1051,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1052,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1053,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1054,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1055,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1056,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1057,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1058,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1059,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1060,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1061,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1062,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1063,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1064,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1065,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1066,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1067,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1068,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1069,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1070,2017-09-01,000402.SZ,金融街,0.1301,房地产,-0.16877637130801038
1132,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1133,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1134,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1135,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1136,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1137,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1138,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1139,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1140,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1141,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1142,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1143,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1144,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1145,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1146,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1147,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1148,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1149,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1150,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1151,2017-09-01,000413.SZ,东旭光电,0.2209,电子,0.5893909626719207
1213,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1214,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1215,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1216,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1217,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1218,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1219,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1220,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1221,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1222,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1223,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1224,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1225,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1226,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1227,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1228,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1229,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1230,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1231,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1232,2017-09-01,000415.SZ,渤海金控,0.1189,非银金融,-0.28612303290415086
1294,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1295,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1296,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1297,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1298,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1299,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1300,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1301,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1302,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1303,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1304,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1305,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1306,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1307,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1308,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1309,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1310,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1311,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1312,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1313,2017-09-01,000423.SZ,东阿阿胶,0.2981,医药生物,-0.6574727389352053
1375,2017-09-01,000425.SZ,徐工机械,0.1473,机械设备,0.0
1376,2017-09-01,000425.SZ,徐工机械,0.1473,机械设备,0.0
